opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
ZHKJIJA1,Vicki Laflamme,GTX Basic,Cheers,Won,21-05-17,08-05-17,572
SDL8MJ4R,Violet Mclelland,MG Special,Ontomedia,Won,21-05-17,06-10-17,48
G86OKJFV,Anna Snelling,GTX Plus Pro,Isdom,Lost,22-05-17,31-05-17,0
HUCB9WIQ,Darcel Schlecht,MG Advanced,Conecom,Lost,22-05-17,09-08-17,0
R8CMI00I,Garret Kinder,GTX Basic,Kan-code,Won,22-05-17,06-06-17,555
T7HHH8HK,Garret Kinder,GTX Basic,Konex,Won,22-05-17,09-02-17,476
407NLHJH,James Ascencio,GTX Plus Basic,Labdrill,Won,22-05-17,14-06-17,1090
KD63LC6D,Kary Hendrixson,GTX Basic,Condax,Won,22-05-17,25-09-17,584
TB27K4GC,Markita Hansen,GTK 500,Finjob,Won,22-05-17,14-08-17,24745
VN8YFKTN,Reed Clapper,GTX Pro,Condax,Lost,22-05-17,25-05-17,0
NFFS1KSK,Reed Clapper,GTX Basic,Zotware,Won,22-05-17,27-05-17,512
V1T47SKL,Vicki Laflamme,MG Special,Zoomit,Won,22-05-17,06-07-17,60
LFPY1Z14,Zane Levy,GTX Pro,Hottechi,Lost,22-05-17,09-07-17,0
M6IGBW79,Zane Levy,GTX Plus Basic,Dalttechnology,Won,22-05-17,08-08-17,1088
2QGI573A,Corliss Cosme,GTX Basic,The New York Inquirer,Won,23-05-17,26-05-17,463
QW4QPPSY,Donn Cantrell,GTX Plus Basic,Gekko & Co,Won,23-05-17,24-08-17,877
99L2TNR5,Gladys Colclough,MG Advanced,Hottechi,Won,23-05-17,24-08-17,3339
J8Y1OGY2,Jonathan Berthelot,MG Special,Finhigh,Lost,23-05-17,28-05-17,0
7SJD7M9K,Jonathan Berthelot,GTX Pro,Funholding,Won,23-05-17,20-08-17,4180
OKNOWHS3,Kary Hendrixson,GTX Plus Basic,Labdrill,Lost,23-05-17,08-02-17,0
VO8WTDHE,Markita Hansen,GTX Basic,Hatfan,Lost,23-05-17,26-05-17,0
5FX5TX9L,Markita Hansen,GTX Plus Pro,Hatfan,Won,23-05-17,14-08-17,4642
TLT4JJ0U,Marty Freudenburg,MG Advanced,Warephase,Lost,23-05-17,13-09-17,0
RA77E84P,Niesha Huffines,GTX Basic,Globex Corporation,Won,23-05-17,09-08-17,578
7U225819,Versie Hillebrand,MG Advanced,Gogozoom,Won,23-05-17,08-11-17,3285
075SHVO3,Vicki Laflamme,MG Special,Plexzap,Lost,23-05-17,08-12-17,0
HHNFD7DX,Violet Mclelland,GTX Plus Basic,Xx-zobam,Lost,23-05-17,29-08-17,0
PA55AGYL,Zane Levy,GTX Pro,Cheers,Won,23-05-17,31-05-17,5212
V93ZA48C,Cassey Cress,GTX Basic,Donware,Won,24-05-17,24-09-17,614
TR3TXXHF,Cassey Cress,GTX Plus Pro,Bubba Gump,Won,24-05-17,13-09-17,5778
SURL8H49,Donn Cantrell,MG Advanced,Bubba Gump,Won,24-05-17,09-10-17,3521
POXC3DA1,Garret Kinder,GTX Plus Pro,Kinnamplus,Lost,24-05-17,21-09-17,0
KMGXUADZ,Gladys Colclough,GTX Pro,Rundofase,Won,24-05-17,08-06-17,5109
X5IZZ69D,James Ascencio,GTX Basic,Doncon,Lost,24-05-17,20-06-17,0
X58FLJ8K,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,24-05-17,18-09-17,5190
IDBXD4OU,Kary Hendrixson,GTX Basic,Scotfind,Lost,24-05-17,22-08-17,0
TDNJDFU6,Kary Hendrixson,GTX Pro,Zoomit,Lost,24-05-17,13-08-17,0
KIMUGBN5,Lajuana Vencill,MG Advanced,Dontechi,Lost,24-05-17,14-08-17,0
7U81B9AQ,Maureen Marcano,GTX Plus Basic,Goodsilron,Won,24-05-17,27-09-17,940
WGSS08LF,Niesha Huffines,GTX Pro,dambase,Lost,24-05-17,26-08-17,0
WC8KQJV9,Rosalina Dieter,GTX Basic,Goodsilron,Won,24-05-17,08-06-17,647
FENOSL5C,Vicki Laflamme,GTX Plus Pro,Condax,Won,24-05-17,17-08-17,6206
PQ3CLZ2N,Violet Mclelland,MG Advanced,Massive Dynamic,Won,24-05-17,09-10-17,3158
N4ZJ2PJT,Wilburn Farren,MG Advanced,Donware,Won,24-05-17,19-08-17,2699
32A5TJ6D,Anna Snelling,MG Special,Domzoom,Lost,25-05-17,13-08-17,0
HZCF65PU,Boris Faz,GTX Plus Basic,Plussunin,Won,25-05-17,08-04-17,1302
TCTLOMKP,Cassey Cress,MG Advanced,Bioplex,Won,25-05-17,27-06-17,2993
O0NCMYX9,Cecily Lampkin,GTX Basic,Betatech,Won,25-05-17,06-05-17,460
HELQUZNO,Corliss Cosme,GTX Basic,Konex,Won,25-05-17,25-09-17,616
V7DHDF8V,Darcel Schlecht,MG Advanced,Scottech,Lost,25-05-17,08-07-17,0
A3OROHUS,Darcel Schlecht,GTX Pro,Globex Corporation,Won,25-05-17,14-08-17,4270
CXYWGOPF,Donn Cantrell,GTX Pro,Ontomedia,Lost,25-05-17,21-08-17,0
DLQTM07N,Gladys Colclough,GTX Pro,Treequote,Won,25-05-17,22-08-17,4787
SUXDAQNV,Jonathan Berthelot,GTX Basic,Statholdings,Lost,25-05-17,28-08-17,0
ZT2NKCV5,Jonathan Berthelot,MG Special,Hottechi,Won,25-05-17,31-05-17,55
I4YPNNTU,Jonathan Berthelot,MG Advanced,Funholding,Won,25-05-17,08-09-17,3808
KOYW9WIV,Lajuana Vencill,GTX Basic,Rundofase,Won,25-05-17,23-09-17,483
JRAAPD3L,Lajuana Vencill,MG Advanced,Warephase,Won,25-05-17,16-09-17,3727
21JDZDNJ,Markita Hansen,GTX Pro,Faxquote,Won,25-05-17,14-08-17,4738
EP0H3SJO,Marty Freudenburg,GTX Plus Basic,Ron-tech,Won,25-05-17,08-04-17,1275
GIP11NY3,Marty Freudenburg,MG Advanced,Treequote,Won,25-05-17,19-08-17,3428
7X1D49TU,Moses Frase,MG Special,Conecom,Lost,25-05-17,09-11-17,0
PDXFONE0,Reed Clapper,GTX Pro,Mathtouch,Won,25-05-17,06-07-17,5420
77WSI0TH,Rosalina Dieter,MG Special,Dalttechnology,Lost,25-05-17,28-08-17,0
DJDVV89L,Versie Hillebrand,MG Special,Dontechi,Won,25-05-17,06-11-17,59
CYSF0YQN,Anna Snelling,GTX Plus Basic,Dontechi,Lost,26-05-17,15-08-17,0
HEK08UMI,Anna Snelling,MG Advanced,Rangreen,Lost,26-05-17,19-08-17,0
GRRY4DQR,Boris Faz,GTX Basic,Silis,Won,26-05-17,15-09-17,561
S3JAC8GQ,Boris Faz,GTX Plus Basic,Zathunicon,Won,26-05-17,08-10-17,1354
E3JP7HCX,Cassey Cress,MG Special,The New York Inquirer,Won,26-05-17,18-09-17,44
FF5G00YD,Corliss Cosme,GTX Basic,Mathtouch,Won,26-05-17,18-09-17,560
5975TDTI,Corliss Cosme,GTX Pro,Donquadtech,Won,26-05-17,06-09-17,5324
GZU4ZSFE,Kami Bicknell,GTX Pro,Faxquote,Won,26-05-17,23-09-17,4924
E4KL4NGF,Kary Hendrixson,GTX Basic,Golddex,Won,26-05-17,08-07-17,571
QCH2R1VO,Kary Hendrixson,MG Advanced,Konex,Won,26-05-17,08-12-17,4022
SH6F6COK,Lajuana Vencill,GTX Basic,Rundofase,Lost,26-05-17,08-12-17,0
KOJ4SQ1T,Maureen Marcano,MG Special,Groovestreet,Lost,26-05-17,22-08-17,0
DMUQAWQH,Maureen Marcano,GTX Plus Basic,Faxquote,Won,26-05-17,06-12-17,1030
C2RL3DUQ,Moses Frase,MG Advanced,Bioholding,Lost,26-05-17,08-09-17,0
2LTS2CL8,Niesha Huffines,MG Special,Streethex,Lost,26-05-17,31-05-17,0
113O9JCA,Versie Hillebrand,MG Special,Codehow,Lost,26-05-17,09-09-17,0
54XWHO19,Vicki Laflamme,GTX Basic,Hatfan,Lost,26-05-17,08-03-17,0
09RN3MHV,Vicki Laflamme,GTX Pro,Kan-code,Won,26-05-17,21-09-17,5074
YW14K7PE,Wilburn Farren,GTX Plus Pro,Vehement Capital Partners,Won,26-05-17,23-09-17,5198
9UYUV724,Zane Levy,GTX Plus Pro,Faxquote,Lost,26-05-17,09-06-17,0
UZI6MKVR,Anna Snelling,MG Special,Betatech,Lost,27-05-17,24-08-17,0
N1H9ILZ9,Anna Snelling,GTX Basic,Conecom,Won,27-05-17,09-03-17,576
V8RYC18P,Anna Snelling,MG Special,Stanredtax,Won,27-05-17,21-08-17,57
5OQELHMF,Cassey Cress,GTX Pro,Konex,Lost,27-05-17,14-08-17,0
NCF4DT7H,Cecily Lampkin,MG Advanced,Condax,Lost,27-05-17,06-05-17,0
L9WWFYQW,Darcel Schlecht,GTX Pro,Codehow,Lost,27-05-17,18-08-17,0
AR2T4LAR,Darcel Schlecht,GTX Pro,Scottech,Won,27-05-17,22-08-17,4432
GPC8PLM7,Donn Cantrell,GTX Basic,Kinnamplus,Won,27-05-17,09-02-17,481
YA822MOB,James Ascencio,GTX Plus Pro,Y-corporation,Lost,27-05-17,22-08-17,0
JBCQ1ODR,James Ascencio,GTX Pro,Newex,Won,27-05-17,28-08-17,5293
M26BSX5S,Jonathan Berthelot,GTX Pro,Codehow,Lost,27-05-17,08-06-17,0
PLYYX5CD,Jonathan Berthelot,GTX Plus Pro,Hottechi,Won,27-05-17,17-08-17,5769
JP2EY6QU,Jonathan Berthelot,GTX Pro,Globex Corporation,Won,27-05-17,09-02-17,4929
48INT6OA,Jonathan Berthelot,GTX Pro,Rundofase,Won,27-05-17,08-05-17,4924
EVDMSM4N,Kami Bicknell,GTX Plus Basic,Blackzim,Lost,27-05-17,14-08-17,0
9FH4OP4U,Kary Hendrixson,GTX Plus Pro,Faxquote,Won,27-05-17,08-04-17,5312
N128I4H8,Kary Hendrixson,MG Special,Nam-zim,Won,27-05-17,06-07-17,66
8NKLCSES,Marty Freudenburg,GTX Plus Basic,Toughzap,Won,27-05-17,18-06-17,1115
1ZMWMU21,Marty Freudenburg,MG Advanced,Conecom,Won,27-05-17,23-08-17,3407
R617R51D,Niesha Huffines,GTX Basic,Cancity,Won,27-05-17,09-03-17,540
W8E2YLNY,Reed Clapper,GTX Plus Basic,Acme Corporation,Won,27-05-17,09-04-17,1095
TX9VFL4J,Reed Clapper,GTX Plus Basic,Silis,Won,27-05-17,23-08-17,1019
5ELX1QYM,Vicki Laflamme,GTX Plus Basic,Green-Plus,Lost,27-05-17,30-05-17,0
RTQVKK41,Vicki Laflamme,GTX Pro,Scotfind,Lost,27-05-17,17-08-17,0
9DEDEQ5O,Vicki Laflamme,GTX Pro,Green-Plus,Won,27-05-17,14-09-17,4477
Z8JLMCOM,Vicki Laflamme,GTX Pro,Hatfan,Won,27-05-17,06-02-17,4644
1O58TWRZ,Anna Snelling,GTX Basic,Finhigh,Lost,28-05-17,20-08-17,0
RHOZIG9P,Anna Snelling,GTX Plus Basic,Cancity,Lost,28-05-17,13-06-17,0
52Q1PYGW,Boris Faz,GTX Plus Basic,Zotware,Won,28-05-17,06-08-17,940
56ZJUSNG,Daniell Hammack,GTX Pro,Acme Corporation,Won,28-05-17,06-07-17,5378
Y92RU9V8,Daniell Hammack,GTX Pro,Kan-code,Won,28-05-17,15-06-17,4712
SXV6VZVC,Darcel Schlecht,GTX Plus Basic,Bioholding,Won,28-05-17,25-08-17,1118
BGY307FC,Donn Cantrell,GTX Plus Pro,Ganjaflex,Won,28-05-17,08-11-17,5695
BAN0BVHW,Donn Cantrell,GTX Pro,Yearin,Won,28-05-17,08-05-17,4462
GV9G96Z1,Garret Kinder,GTX Pro,Plussunin,Lost,28-05-17,30-08-17,0
Z75R686C,Hayden Neloms,MG Advanced,Singletechno,Won,28-05-17,28-08-17,3701
12GLKKV4,Markita Hansen,GTX Plus Basic,J-Texon,Won,28-05-17,06-08-17,941
VDD7H92Q,Maureen Marcano,GTX Plus Basic,Hatfan,Won,28-05-17,06-05-17,1171
83JP1K4E,Rosalina Dieter,GTK 500,Rantouch,Won,28-05-17,28-08-17,24899
ME3H0RUJ,Rosalina Dieter,MG Advanced,Rantouch,Won,28-05-17,21-09-17,3418
W8E76HJG,Vicki Laflamme,GTX Basic,Hottechi,Won,28-05-17,06-08-17,537
IMB2N710,Zane Levy,GTX Plus Basic,Rantouch,Won,28-05-17,08-04-17,1053
OJBBZHM4,Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,29-05-17,06-11-17,497
2PQORQGO,Boris Faz,GTX Plus Pro,Zencorporation,Won,29-05-17,13-09-17,5714
I3RW4OMF,Cecily Lampkin,GTX Basic,Bioholding,Won,29-05-17,29-08-17,611
LG8ZAMCB,Corliss Cosme,GTX Pro,Opentech,Won,29-05-17,06-11-17,5642
XJ8UTM6B,Corliss Cosme,GTX Pro,Umbrella Corporation,Won,29-05-17,06-11-17,5081
CVGTFBZE,Darcel Schlecht,GTX Pro,Cancity,Won,29-05-17,08-02-17,3985
RW02HG5P,Donn Cantrell,MG Advanced,Bluth Company,Won,29-05-17,06-11-17,3313
7W8CQJ2Z,Elease Gluck,MG Advanced,Plexzap,Won,29-05-17,06-11-17,3850
M03IHS3P,Gladys Colclough,GTX Plus Basic,Scottech,Won,29-05-17,08-06-17,917
GX3SHSEA,Gladys Colclough,MG Special,Streethex,Won,29-05-17,08-08-17,56
9KTHISLX,James Ascencio,MG Advanced,Lexiqvolax,Lost,29-05-17,18-08-17,0
Q808L4HZ,James Ascencio,GTX Pro,Newex,Won,29-05-17,08-07-17,5194
IWQP4M72,Jonathan Berthelot,GTX Plus Basic,Bioholding,Lost,29-05-17,29-08-17,0
3GOXMQPF,Kary Hendrixson,GTX Plus Basic,Golddex,Won,29-05-17,17-08-17,1002
1WZ5N86Q,Kary Hendrixson,GTX Plus Pro,Hottechi,Won,29-05-17,17-08-17,6042
C3QK8M7F,Markita Hansen,GTX Plus Pro,Sonron,Won,29-05-17,15-06-17,4423
9BXXDYH9,Markita Hansen,MG Special,Groovestreet,Won,29-05-17,18-08-17,45
4X3H9YD5,Rosalina Dieter,GTK 500,Kan-code,Won,29-05-17,29-08-17,25791
K83L4L0I,Rosie Papadopoulos,MG Advanced,Mathtouch,Won,29-05-17,17-06-17,2918
E9C7WXQL,Versie Hillebrand,GTX Plus Basic,Streethex,Won,29-05-17,19-09-17,959
AAVJHH3M,Zane Levy,GTX Pro,Green-Plus,Won,29-05-17,06-06-17,5532
NEVHU7GV,Boris Faz,GTX Plus Basic,Ontomedia,Lost,30-05-17,08-07-17,0
POLWB0UX,Corliss Cosme,GTX Pro,Xx-zobam,Won,30-05-17,06-06-17,4687
ZSHK2ZXD,Darcel Schlecht,GTX Basic,dambase,Won,30-05-17,21-06-17,602
PF7GFMLQ,Donn Cantrell,GTX Basic,Condax,Won,30-05-17,08-10-17,595
LKMZWCKQ,Gladys Colclough,GTX Pro,Funholding,Lost,30-05-17,09-06-17,0
3D6ZHLF0,Kami Bicknell,GTX Basic,Zoomit,Lost,30-05-17,08-05-17,0
3R8PJCCW,Kary Hendrixson,MG Advanced,Blackzim,Won,30-05-17,09-03-17,2868
CPWTJ2WC,Marty Freudenburg,MG Advanced,Finhigh,Won,30-05-17,06-03-17,3236
QZLWUJEJ,Reed Clapper,GTX Pro,Ganjaflex,Lost,30-05-17,31-05-17,0
NDVZAHYA,Vicki Laflamme,GTX Basic,Golddex,Won,30-05-17,15-08-17,524
1R8VKE8O,Vicki Laflamme,GTX Plus Pro,Golddex,Won,30-05-17,15-08-17,5631
LNX7ULEG,Zane Levy,GTX Plus Pro,Sonron,Won,30-05-17,22-08-17,5572
42N0IWF8,Zane Levy,GTX Pro,Condax,Won,30-05-17,06-05-17,5644
N60TC14O,Cecily Lampkin,GTX Plus Pro,Zumgoity,Lost,31-05-17,08-05-17,0
V6YYDG56,Daniell Hammack,GTX Plus Pro,Donquadtech,Lost,31-05-17,16-06-17,0
S1AU0IZX,Darcel Schlecht,GTX Pro,Inity,Won,31-05-17,06-04-17,4192
GFXKHCEM,Elease Gluck,MG Special,Fasehatice,Lost,31-05-17,09-05-17,0
YH2NHVXC,Elease Gluck,MG Advanced,Blackzim,Lost,31-05-17,26-08-17,0
JSNPH01N,Elease Gluck,MG Special,Sonron,Won,31-05-17,06-10-17,56
CQDULMXS,Garret Kinder,GTX Basic,Gekko & Co,Won,31-05-17,08-05-17,607
VKM187MX,Gladys Colclough,MG Special,Condax,Won,31-05-17,06-09-17,48
4IUJNFPF,James Ascencio,GTX Basic,Singletechno,Lost,31-05-17,18-08-17,0
ZE7PM90V,James Ascencio,GTX Basic,Blackzim,Won,31-05-17,23-08-17,570
CAAYFKK8,James Ascencio,GTX Plus Basic,Singletechno,Won,31-05-17,06-04-17,1056
NQZNAEYQ,Kami Bicknell,GTX Basic,Lexiqvolax,Won,31-05-17,09-03-17,560
J47DPNB5,Kary Hendrixson,GTX Plus Pro,Plexzap,Lost,31-05-17,08-03-17,0
37B8ES7X,Kary Hendrixson,GTX Basic,Groovestreet,Won,31-05-17,21-06-17,588
KYABDCKE,Kary Hendrixson,GTX Pro,Y-corporation,Won,31-05-17,09-02-17,4356
3CP9VXC1,Kary Hendrixson,MG Special,Labdrill,Won,31-05-17,15-08-17,69
9XGT3451,Lajuana Vencill,GTX Basic,Rangreen,Won,31-05-17,08-02-17,505
AG0H8IAZ,Markita Hansen,GTX Basic,Sonron,Won,31-05-17,23-09-17,510
28FTXKAB,Markita Hansen,MG Advanced,Zoomit,Won,31-05-17,23-09-17,3722
ROUOR5L0,Maureen Marcano,GTX Plus Basic,Finjob,Won,31-05-17,08-02-17,1145
QPMZ5RG0,Moses Frase,MG Special,Streethex,Won,31-05-17,27-08-17,53
2PMIYAFN,Reed Clapper,GTX Plus Basic,Kan-code,Won,31-05-17,15-06-17,1120
CRWE8FRT,Reed Clapper,MG Advanced,Initech,Won,31-05-17,22-09-17,3404
FC1LS6PY,Versie Hillebrand,MG Advanced,Zumgoity,Lost,31-05-17,06-08-17,0
6FI9HAX7,Versie Hillebrand,MG Special,Ron-tech,Won,31-05-17,13-06-17,46
JL86Q0B4,Wilburn Farren,MG Special,The New York Inquirer,Won,31-05-17,14-06-17,53
Y2A8EUBM,Zane Levy,GTX Basic,Singletechno,Lost,31-05-17,20-08-17,0
C2MKJA8V,Zane Levy,GTX Pro,Condax,Won,31-05-17,06-05-17,4988
IJ4Y77D9,Zane Levy,MG Special,Rantouch,Won,31-05-17,08-12-17,53
CGCPVYNI,Anna Snelling,GTX Basic,Isdom,Won,06-01-17,06-08-17,523
ST8ZOXKI,Anna Snelling,MG Special,Hottechi,Won,06-01-17,06-11-17,63
P07OGZ3F,Anna Snelling,MG Special,Stanredtax,Won,06-01-17,28-08-17,54
0DLEXLEV,Boris Faz,GTX Plus Pro,Yearin,Won,06-01-17,09-07-17,6117
27UN3UX8,Cassey Cress,GTX Plus Pro,Ontomedia,Won,06-01-17,06-09-17,5112
NR5D7201,Corliss Cosme,MG Advanced,Kan-code,Won,06-01-17,09-03-17,3527
LKBS2IJC,Darcel Schlecht,GTX Plus Pro,Konmatfix,Lost,06-01-17,06-11-17,0
MFO940S8,Darcel Schlecht,MG Special,Finhigh,Lost,06-01-17,24-08-17,0
5O0597PP,Darcel Schlecht,MG Advanced,Warephase,Lost,06-01-17,08-07-17,0
C4FEG98K,Darcel Schlecht,GTX Basic,Inity,Won,06-01-17,14-06-17,565
EKH5O1HH,Darcel Schlecht,MG Advanced,Ron-tech,Won,06-01-17,06-09-17,3771
BZ9C1LQT,Elease Gluck,MG Advanced,Fasehatice,Lost,06-01-17,08-09-17,0
ZT6D57ED,Gladys Colclough,GTX Plus Pro,Scottech,Won,06-01-17,09-02-17,6274
NKERMTB8,Hayden Neloms,MG Advanced,Plexzap,Lost,06-01-17,08-03-17,0
Q67320CY,Hayden Neloms,MG Advanced,Sunnamplex,Won,06-01-17,17-08-17,3480
K5NFTQRI,James Ascencio,GTX Plus Pro,Fasehatice,Won,06-01-17,16-08-17,5770
IJ7B896N,Kary Hendrixson,MG Advanced,Hottechi,Lost,06-01-17,09-12-17,0
8KBVRQHD,Lajuana Vencill,GTX Plus Pro,Statholdings,Lost,06-01-17,29-08-17,0
AGZ87JFX,Moses Frase,GTX Basic,Rangreen,Lost,06-01-17,08-01-17,0
OBGCQ1BK,Niesha Huffines,GTX Basic,Domzoom,Lost,06-01-17,21-09-17,0
K05LLUU4,Niesha Huffines,GTX Basic,Ron-tech,Lost,06-01-17,25-09-17,0
9WISPXZW,Reed Clapper,GTX Basic,Konex,Won,06-01-17,06-12-17,562
4ZGA57SX,Rosie Papadopoulos,GTX Pro,Mathtouch,Won,06-01-17,08-03-17,4686
6ONKN1IM,Vicki Laflamme,MG Advanced,Newex,Lost,06-01-17,22-08-17,0
JVIIWJDL,Violet Mclelland,MG Special,Opentech,Won,06-01-17,09-02-17,38
W8M8XI8Y,Zane Levy,MG Advanced,Finjob,Won,06-01-17,08-05-17,3184
MELHF0ZP,Anna Snelling,GTX Plus Pro,Rundofase,Won,06-02-17,17-09-17,5373
6SV2WYK4,Boris Faz,GTX Plus Basic,Bluth Company,Won,06-02-17,09-05-17,1239
6JEAYHOE,Cecily Lampkin,MG Advanced,Isdom,Lost,06-02-17,18-06-17,0
IKQSEYPT,Cecily Lampkin,MG Special,Streethex,Won,06-02-17,06-12-17,52
ZN0FWO0L,Corliss Cosme,GTX Basic,Ganjaflex,Won,06-02-17,19-09-17,651
CPL37MZC,Darcel Schlecht,GTX Plus Pro,dambase,Won,06-02-17,08-02-17,6026
GM68OLDH,James Ascencio,GTX Plus Pro,Green-Plus,Won,06-02-17,09-05-17,5569
W604BPPE,Jonathan Berthelot,GTX Basic,Dontechi,Lost,06-02-17,25-08-17,0
GIJ14130,Jonathan Berthelot,GTX Basic,Hottechi,Won,06-02-17,09-04-17,519
CUA83384,Kami Bicknell,GTX Basic,Scotfind,Won,06-02-17,09-05-17,558
ZGQI86AQ,Kary Hendrixson,GTX Basic,Sonron,Won,06-02-17,09-05-17,523
L8NLCWFS,Kary Hendrixson,GTX Pro,Scotfind,Won,06-02-17,20-08-17,4869
UPHLXZ3M,Lajuana Vencill,MG Special,Funholding,Lost,06-02-17,08-02-17,0
JDFQYP5L,Lajuana Vencill,GTX Basic,Stanredtax,Won,06-02-17,08-09-17,588
06AIY3IS,Marty Freudenburg,GTX Plus Pro,Condax,Won,06-02-17,21-08-17,5712
4LQAN2JX,Maureen Marcano,GTX Plus Basic,Golddex,Won,06-02-17,29-08-17,1046
84QGC91P,Maureen Marcano,MG Special,Singletechno,Won,06-02-17,17-08-17,54
98MASV7P,Reed Clapper,GTX Pro,Xx-zobam,Won,06-02-17,08-12-17,4933
QFBBRJL5,Reed Clapper,MG Special,Umbrella Corporation,Won,06-02-17,26-09-17,60
XCGW5K0N,Violet Mclelland,GTX Basic,Silis,Won,06-02-17,09-12-17,572
UUF8Z53N,Violet Mclelland,MG Special,Condax,Won,06-02-17,30-08-17,55
J6MIKNYJ,Violet Mclelland,MG Special,Xx-zobam,Won,06-02-17,22-08-17,51
3W4AWYSK,Cassey Cress,GTX Plus Pro,Vehement Capital Partners,Lost,06-03-17,24-08-17,0
VBN5T6F8,Cassey Cress,MG Special,Opentech,Won,06-03-17,31-08-17,59
W1J3L0EU,Daniell Hammack,GTX Pro,Betasoloin,Won,06-03-17,06-06-17,4492
45CMXP2K,Darcel Schlecht,GTX Basic,Treequote,Lost,06-03-17,08-03-17,0
6OJAC85F,Darcel Schlecht,GTX Pro,Codehow,Lost,06-03-17,29-08-17,0
K94WM7M4,Donn Cantrell,MG Advanced,Zathunicon,Lost,06-03-17,27-08-17,0
31KRB7R2,James Ascencio,GTX Basic,Plexzap,Lost,06-03-17,08-12-17,0
5PG1KSKD,James Ascencio,GTX Pro,Fasehatice,Lost,06-03-17,08-06-17,0
LDAXEBR0,Jonathan Berthelot,GTX Basic,Treequote,Won,06-03-17,22-06-17,639
NGTMVX1C,Jonathan Berthelot,GTX Plus Basic,Globex Corporation,Won,06-03-17,21-06-17,1040
SFBHZLHK,Jonathan Berthelot,GTX Pro,Finhigh,Won,06-03-17,09-12-17,4138
13PPMGNM,Kami Bicknell,GTX Plus Basic,Plexzap,Lost,06-03-17,08-07-17,0
6GY8Q8F0,Lajuana Vencill,MG Special,Funholding,Won,06-03-17,23-09-17,54
5JIXFMFY,Lajuana Vencill,MG Advanced,Inity,Won,06-03-17,14-09-17,3438
JBY30BSR,Markita Hansen,GTX Pro,Finjob,Lost,06-03-17,08-05-17,0
69XL3JMB,Marty Freudenburg,GTX Plus Basic,Isdom,Won,06-03-17,08-05-17,1017
DYWMK8OF,Rosalina Dieter,MG Advanced,Singletechno,Won,06-03-17,19-09-17,3314
GG8XQD8Z,Versie Hillebrand,MG Special,Cancity,Lost,06-03-17,08-12-17,0
URT8A7OQ,Versie Hillebrand,MG Special,Rangreen,Won,06-03-17,24-08-17,51
LGO0XF4X,Vicki Laflamme,MG Special,Kan-code,Won,06-03-17,09-10-17,50
Y46OEBEH,Violet Mclelland,MG Special,Zathunicon,Won,06-03-17,06-09-17,54
G54JJCMX,Anna Snelling,GTX Plus Pro,Scottech,Lost,06-04-17,18-08-17,0
BPQ0358T,Anna Snelling,MG Advanced,Rangreen,Lost,06-04-17,16-09-17,0
EPH7L4K0,Boris Faz,GTX Pro,Condax,Lost,06-04-17,09-05-17,0
SMU4542Q,Cecily Lampkin,GTX Plus Basic,Hottechi,Lost,06-04-17,16-08-17,0
E884CL8B,Daniell Hammack,GTX Pro,Ontomedia,Won,06-04-17,17-06-17,4942
4K8N65EM,Donn Cantrell,MG Special,Initech,Lost,06-04-17,08-06-17,0
KVTBYOVD,Donn Cantrell,GTX Pro,Kan-code,Won,06-04-17,14-06-17,4612
ZA6CBQAL,Donn Cantrell,GTX Pro,Zotware,Won,06-04-17,20-06-17,4308
Y6YZXVTF,Donn Cantrell,MG Advanced,Massive Dynamic,Won,06-04-17,09-04-17,2876
SHETLR3T,Gladys Colclough,GTX Plus Pro,Warephase,Won,06-04-17,30-08-17,4990
EL03YRD0,Hayden Neloms,GTX Plus Basic,Scotfind,Lost,06-04-17,29-09-17,0
3KZUBSRU,Hayden Neloms,GTX Plus Basic,Sonron,Won,06-04-17,09-09-17,1024
FA6JQ4V2,Kami Bicknell,MG Special,Lexiqvolax,Won,06-04-17,16-09-17,53
N7WUBQR0,Kary Hendrixson,GTX Plus Basic,Singletechno,Lost,06-04-17,17-09-17,0
9KJ89VHI,Kary Hendrixson,GTX Basic,J-Texon,Won,06-04-17,09-01-17,525
N3CN7GCZ,Kary Hendrixson,MG Special,Nam-zim,Won,06-04-17,27-08-17,60
KAHKF9H1,Markita Hansen,GTX Plus Basic,Scotfind,Won,06-04-17,06-08-17,967
P4UJ64QM,Maureen Marcano,GTX Basic,Rantouch,Lost,06-04-17,14-08-17,0
IHF5GR01,Reed Clapper,GTX Basic,Initech,Won,06-04-17,14-06-17,524
81DUFIPO,Rosalina Dieter,MG Special,J-Texon,Won,06-04-17,09-10-17,57
58K44TMD,Rosie Papadopoulos,MG Advanced,Bubba Gump,Lost,06-04-17,20-06-17,0
EEBOSTAA,Versie Hillebrand,GTX Plus Pro,Warephase,Won,06-04-17,13-06-17,5056
9DDHZUZB,Vicki Laflamme,GTX Basic,Konex,Won,06-04-17,06-08-17,600
IWLEND3K,Cassey Cress,GTX Basic,Donware,Won,06-05-17,26-09-17,633
VICY80KW,Cassey Cress,GTX Pro,Vehement Capital Partners,Won,06-05-17,27-08-17,4994
H35AXY3M,Corliss Cosme,GTX Plus Basic,Kan-code,Won,06-05-17,06-10-17,899
